confidence,comments,style,texts,text_id,label,data,p_id,feedback,consent,style_score,confidence_score
4: Very Confident. You were very certain about your judgment with no hesitation,,4: Somewhat Masculine,"He entered the office building and went to the directory to find the office he needed to visit. He headed upstairs and found the sign for Loyalty, Fidelity, Broccoli. He went inside and saw a group of chairs, one being upside down. He looked out the window and down to the street and saw a tow truck. The windows were small.",23361_1,Male,PASTEL,6848b86c31ff951705fe0721,,I agree,4,4
4: Very Confident. You were very certain about your judgment with no hesitation,,2: Somewhat Feminine,On a trip to the market I many birds hovering around the stands. Someone bought a vegetable after seeing the crowd was subsiding in front of the stand. There are many vegetables in the market to be seen as I strolled through and one stand in paticular had a very large amount. There was a lot of variety and unsual people to see. Best of all the tomatoes were perfect that I found.,21122_1,Female,PASTEL,6848b86c31ff951705fe0721,,I agree,2,4
4: Very Confident. You were very certain about your judgment with no hesitation,,1: Very Feminine,"i have decided that i am going to lose at least 20 pounds by the time school starts. as of last sunday, i have lost 4! i have been riding my bike and walking around my neighborhood, so far everything is going well. im sick of all of my friends (that are an average of 130 pounds) calling thems sel...",3751196,1,BLOG,6848b86c31ff951705fe0721,,I agree,1,4
1: Not Confident. You were unsure or found the text ambiguous,,5: Very Masculine,This is an attention check. Please select 'Very Masculine (5)' and '1: Not Confident. You were unsure or found the text ambiguous',3,,,6848b86c31ff951705fe0721,,I agree,5,1
4: Very Confident. You were very certain about your judgment with no hesitation,,3: Neutral,"Okay everybody get ready, it's about to begin Who is this lady standing next to me? I knew somebody would take her off my hands someday. I hope nobody notices this is not enough food. It really wasn't enough food too many people decided to show up.",29974_4,Male,PASTEL,6848b86c31ff951705fe0721,,I agree,3,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"With all the services and present day products currently being uncovered every day and deliver into use for the betterment of folks, today the most critical facility and care that is essential by most men and women out in the earth is the medical treatment and medical facilities. With escalating ...",c0f2f080e01177df5ac35d18dedb3831,female,PAN13-EN,6848b86c31ff951705fe0721,,I agree,4,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,2: Somewhat Feminine,"The temperature at which book paper catches fire and burns... Rather mesmerizing book I'm reading now, written in the 1950's and still relevant even today. Before reading it, I didn't realize it was a utopia kind of story and while I've read 1984 and Brave New World, this book just didn't come to...",3670664,0,BLOG,6848b86c31ff951705fe0721,,I agree,2,3
4: Very Confident. You were very certain about your judgment with no hesitation,,5: Very Masculine,"If a person possesses a fever, what does he do?If it is not too significant, then drinking meds will do the trick.However, you will need professional advice if you have a significant disease.Negotiating a credit card debt settlement requires an expert.It would be a hard task for a normal person t...",879113f7ec959bd12153b837828ff48e,male,PAN13-EN,6848b86c31ff951705fe0721,,I agree,5,4
4: Very Confident. You were very certain about your judgment with no hesitation,,3: Neutral,"Many of the town's citizens decided to take part in the peace march. People of all different backgrounds and races attended. They all carried banners and signs proclaiming their peaceful, progressive beliefs. Young and old people alike were in attendance, lending their support. Later, a march focusing on police excesses followed.",37480_1,Male,PASTEL,6848b86c31ff951705fe0721,,I agree,3,4
4: Very Confident. You were very certain about your judgment with no hesitation,,1: Very Feminine,All or Nothing Uhh I know when he's been on your mind That distant look is in your eyes I thought with time you'd realize It's over over It's not the way I choose to live And something somewhere's got to give As sharing this relationship gets older older You know I'd fight for you But how I can f...,3531507,1,BLOG,6848b86c31ff951705fe0721,,I agree,1,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,5: Very Masculine,"DOWNLOAD 'IPOOL' Online Pool - 8-ball, 9-ball, carom, 14-1, billiards. Online multiplayer pool game with realistic game physics and accurate table / ball dimensions. Fun yet tactical game of pool. Play online now against others for free or register for the full features, which include free entry...",3374786,0,BLOG,6848b86c31ff951705fe0721,,I agree,5,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,2: Somewhat Feminine,"The greatest challenge individuals who have opted for a meat or dairy totally free diet have is getting enough protein. Your system needs protein for healthy muscle tissue, immune system, cells and tissues and for the production of hormones. But, like anything else, it really is possible to overd...",3d34b37db7af3c1dc31c9f19f9ff0f7,male,PAN13-EN,6848b86c31ff951705fe0721,,I agree,2,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,1: Very Feminine,"Ok, so I have read ALOT of other peoples blogs and as of yet I think 3 people (friends of course) have read mine. I am going to start looking into places I can post my link so that I can get complete strangers to read my ramblings!! Why would I want complete strangers to read any of my daily nons...",3578919,1,BLOG,6848b86c31ff951705fe0721,,I agree,1,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,2: Somewhat Feminine,"dearest diary, i do not know wad to put for today's title..haha..so i will talk anything under the sun...haha...lets see... i got back my papers and i FAILED BOTH MATHS!!!haha...well what can i do right?haha...chinese i pass and english summary is the best...normally i get 7 and 8 marks now i hav...",3322392,1,BLOG,6848b86c31ff951705fe0721,,I agree,2,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"'Go to America. It's filled with opportunity and knowledge' 'Go to Canada. It's fewer crime rate' 'Go to China. It's better than America' Going to a place where a person feels that he belongs, that is an exciting feeling fill with wonder and optimism. But... For many, the result is a great disapp...",3539139,0,BLOG,6848b86c31ff951705fe0721,,I agree,4,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"  technology in schools is for everyone  The African mango scam myth is blown out of the water, read about it here.  Watch this video to get info on the African mango scam myth  Is there an African mango scam or not?  read all about the African mango scam debate  Is the African mango scam really ...",682d9b4fc0ab9c306a99f4b8af476023,female,PAN13-EN,6848b86c31ff951705fe0721,,I agree,3,3
4: Very Confident. You were very certain about your judgment with no hesitation,,3: Neutral,I dunno. Sometimes I just think I'm doing too many things at once... But I'll give it a try for a few days...Slaving away at university at a stupid programme to save some stuff to disk. Sucks. And I wanna see football (soccer!?) instead. But there's still hours to go.That keeper really saved us t...,3441444,0,BLOG,6848b86c31ff951705fe0721,,I agree,3,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,2: Somewhat Feminine,"As intelligent as I am, I overlooked a key setting for my blog. Anyone can now leave a comment on my page. It appears I have ammused myself!! Tada!Forget limitations for a few minutes. Does anyone believe that things happen for a reason? Well forget that you have to make your destiny. You have to...",3287062,0,BLOG,6848b86c31ff951705fe0721,,I agree,2,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,1: Very Feminine,"Todae, Sundae nite.... again mus think of tml... the dae to face the weekdaes again and to face all of those hw and test tt will be given by the teachers... But anyway, todae was quite a good dae compared to those of the others... Todae, i am able to do my hw without my dad's presence and tt i m ...",4256898,1,BLOG,6848b86c31ff951705fe0721,,I agree,1,3
4: Very Confident. You were very certain about your judgment with no hesitation,,1: Very Feminine,"I thought this whole having kids thingy was a good idea. I mean my parents did it, millions of people have done it, so it cannot be 'that' bad....Ha! I was hood-winked, hornswoggled, led astray! It is VERY difficult, mentally, and you end up bone weary physically. For example, my 3 year old has j...",4178158,1,BLOG,6848b86c31ff951705fe0721,,I agree,1,4
